post_title,group_name,discovered,description,website
ideaitaliausa.c...,lockbit2,2021-11-10 17:21:42.461719,,
daviscrump.com,lockbit2,2021-11-10 17:49:37.376183,,
Cabinet Remy Le Bonnois / Data on sale,everest,2021-11-11 08:20:43.839751,,
Greymouse VA PTY Ltd,conti,2021-11-11 11:17:29.016497,,
Axio,conti,2021-11-11 17:20:49.801971,,
Axiсorp GMBH,conti,2021-11-11 19:19:10.057631,,
Cogan Wire and Metal Products Ltd,conti,2021-11-11 19:49:32.866812,,
"Orgill, Inc.",conti,2021-11-11 19:49:32.883159,,
VISTRA,conti,2021-11-11 19:49:32.899419,,
rintal.com,lockbit2,2021-11-12 16:22:44.332077,,
COMMUNAUTÉ DE COMMUNES PAYS D’APT LUBERON,conti,2021-11-12 16:55:58.081995,,
http://bsg-llp....,lockbit2,2021-11-12 22:17:26.998760,,
barfieldinc.com,lockbit2,2021-11-12 22:17:27.014942,,
bsg-llp.com,lockbit2,2021-11-12 23:14:51.847778,,
mfitexas.com,lockbit2,2021-11-13 07:43:47.787928,,
era.org.uk,lockbit2,2021-11-13 07:43:47.803884,,
The Glass House,blackbyte,2021-11-13 08:19:18.670300,,
ASPECT STUDIOS ASIA PTY LTD,blackbyte,2021-11-13 08:19:18.687183,,
Visage Imaging,blackbyte,2021-11-13 08:19:18.703719,,
Cabinet Remy Le Bonnois / Data on sale / Charlie Hebdo,everest,2021-11-13 18:45:14.039291,,
Società Italiana degli Autori ed Editori / Data on sale,everest,2021-11-13 18:45:14.055211,,
Police Brazil,everest,2021-11-15 08:44:28.258983,,
cloudpros.com,lockbit2,2021-11-15 09:51:16.560039,,
"Williams & Rowe Company, Inc.",blackbyte,2021-11-15 16:10:55.084548,,
Purifoy Chevrolet Co.,blackbyte,2021-11-15 16:10:55.465531,,
Emery Jensen Distribution,blackbyte,2021-11-15 16:10:55.684522,,
Canada West Land,blackbyte,2021-11-15 16:10:55.931075,,
Component Assembly Systems,lorenz,2021-11-15 16:10:56.370474,,
Aisha Steel-ASML,conti,2021-11-16 10:17:31.567627,,
LOGROS S.A.,conti,2021-11-16 10:17:32.001891,,
Unione dei Comuni Terre di Pianura,ransomexx,2021-11-16 10:17:34.305306,,
Marymount Manhattan College,conti,2021-11-16 13:15:27.519680,,
pkf.com.au,lockbit2,2021-11-16 13:55:50.503174,,
HARTMANN FINANCIAL ADVISORS LLC,conti,2021-11-16 18:56:29.030956,,
essextec.com,lockbit2,2021-11-16 19:56:54.660685,,
JAFTEX Corporation,conti,2021-11-16 19:56:58.125824,,
General RV Center,conti,2021-11-17 00:17:26.052165,,
royole.com,lockbit2,2021-11-17 12:12:49.321746,,
btc-alpha.com,lockbit2,2021-11-17 12:12:49.677172,,
reiss-beck.de,lockbit2,2021-11-17 18:12:10.776726,,
peschl-ultravio...,lockbit2,2021-11-17 18:12:11.147205,,
hanshin-dp.co.j...,lockbit2,2021-11-17 18:12:11.436153,,
ipbridge.co.jp,lockbit2,2021-11-17 18:12:11.798108,,
FTI Group,conti,2021-11-18 05:54:34.285080,,
Area Energy &amp; Electric,conti,2021-11-18 13:04:27.031118,,
HELSA Group International,conti,2021-11-19 00:18:46.703377,,
duncandisabilit...,lockbit2,2021-11-19 15:17:10.930760,,
a1ssi.com,lockbit2,2021-11-19 15:17:11.185963,,
Herman &amp; Kittle Properties Inc.,suncrypt,2021-11-19 17:04:05.328327,,
Hospitality Furnishings &amp; Design Inc.,suncrypt,2021-11-19 17:04:05.538587,,
Not Yet Kameraden!,conti,2021-11-19 21:59:06.643798,,
MINISTRY OF ECONOMY AND FINANCE Peru,everest,2021-11-20 11:56:53.670736,,
apower.com.sg,lockbit2,2021-11-20 23:12:07.493638,,
consortiumlegal...,lockbit2,2021-11-21 13:24:55.337156,,
evans.co.id,lockbit2,2021-11-21 13:24:55.560638,,
telemovil.com.s...,lockbit2,2021-11-21 13:24:55.811527,,
siix.co.jp,lockbit2,2021-11-21 13:24:56.037031,,
systematicatec....,lockbit2,2021-11-21 14:58:21.625258,,
</a>,quantum,2021-11-22 03:41:14.873656,,
adhhealth.com - more then 1.2Tb data leaaked,lv,2021-11-22 03:41:15.119728,,
mecfond.com,lockbit2,2021-11-22 03:59:09.434761,,
docol.com.br - more then 1.5TB data leaked,lv,2021-11-22 03:59:15.250623,,
redsrugby.com.au - more then 300GB data leaked,lv,2021-11-22 03:59:15.506832,,
Charlie Hebdo,everest,2021-11-22 13:03:18.341681,,
DKS  Deutsch Kerrigan LLP,conti,2021-11-22 13:03:18.669967,,
jadecorp,conti,2021-11-22 13:03:18.876782,,
roteritaly.com,lockbit2,2021-11-22 15:56:41.218041,,
wnrllc.com,lockbit2,2021-11-22 17:04:59.486828,,
kankakeetitle.c...,lockbit2,2021-11-22 17:04:59.662219,,
planters-oil.ne...,lockbit2,2021-11-22 17:04:59.843561,,
fluidsealingpro...,lockbit2,2021-11-22 17:05:00.034292,,
reigroup.com,lv,2021-11-22 17:17:59.920121,,
MCP Services LLC,sabbath,2021-11-22 22:41:09.998609,,
RocTechnologies,sabbath,2021-11-22 22:41:10.283111,,
Starline,sabbath,2021-11-22 22:41:10.543577,,
AISD,sabbath,2021-11-22 22:41:10.801058,,
Stoningtonschools,sabbath,2021-11-22 22:41:11.057185,,
Flagship,sabbath,2021-11-22 22:41:11.270369,,
centerspacehome...,lockbit2,2021-11-23 11:15:00.942272,,
INOXPA,blackbyte,2021-11-23 13:05:29.139200,,
"Goodwill of Central and Coastal Virginia, Inc.",blackbyte,2021-11-23 13:05:29.570395,,
Argentina GOV,everest,2021-11-23 13:05:33.268104,,
scotttesting.com  - MORE THEN 2.5TB DATA LEAKED,lv,2021-11-23 19:55:51.509778,,
Team Computers Ltd. - Leak,ragnarlocker,2021-11-23 21:55:54.414288,,
mtradeasia.com,lockbit2,2021-11-23 22:57:22.954460,,
Società Italiana degli Autori ed Editori / Information updated,everest,2021-11-23 23:57:24.095260,,
ALPSRX.COM - MORE THEN 150GB DATA LEAKED,lv,2021-11-23 23:57:26.208153,,
jurelus.de,lockbit2,2021-11-24 03:12:59.048413,,
lawrencegroup.n...,lockbit2,2021-11-24 08:13:58.370183,,
atlas.ind.br,lockbit2,2021-11-24 16:16:09.122869,,
mpusd.net,lockbit2,2021-11-25 22:13:41.444769,,
IVEQI.Com,lockbit2,2021-11-25 22:13:41.744968,,
ardebolassessor...,lockbit2,2021-11-25 22:13:42.005896,,
vicksburgha.org,lockbit2,2021-11-25 22:13:42.226715,,
inlad.com,lockbit2,2021-11-26 01:16:21.135765,,
Acne Studios,conti,2021-11-26 05:55:29.306948,,
iveqi.com,lockbit2,2021-11-26 09:12:15.740128,,
lenzcontractors...,lockbit2,2021-11-26 15:13:40.061361,,
nextech-asia.co...,lockbit2,2021-11-27 01:16:06.786220,,
hsvgroup.talent...,lockbit2,2021-11-27 01:16:07.182855,,
effectual.com,lockbit2,2021-11-27 01:16:07.399230,,
telepro.com.mx,lockbit2,2021-11-27 01:16:08.110628,,
Black Friday has arrived,everest,2021-11-27 15:15:38.716417,,
afcx.co,arvinclub,2021-11-28 08:58:45.692485,,
DUNMORE,conti,2021-11-28 11:58:17.648945,,
Cadence Aerospace,snatch,2021-11-29 00:13:03.363583,,
Match MG,snatch,2021-11-29 00:13:03.810942,,
Landmark Builders,snatch,2021-11-29 00:13:04.219498,,
"Bock, Hatch, Lewis &amp; Oppenheim, LLC",snatch,2021-11-29 00:13:04.622967,,
Daylesford Organic,snatch,2021-11-29 00:13:04.828991,,
Arbitech,snatch,2021-11-29 00:13:05.259426,,
Ishida,snatch,2021-11-29 00:29:01.818374,,
Salinen Austria,snatch,2021-11-29 00:29:02.433173,,
APG Neuros,snatch,2021-11-29 00:29:02.697806,,
Amtech Corporation,snatch,2021-11-29 00:29:03.091311,,
Calibrus,midas,2021-11-29 00:29:03.379199,,
"Texas Enterprises, Inc (TEI)",midas,2021-11-29 00:29:03.884615,,
G.E.W. CORPORATION LIMITED,midas,2021-11-29 01:00:41.099664,,
Pellisard,midas,2021-11-29 01:00:41.373644,,
Trendico GmbH,midas,2021-11-29 01:00:41.603154,,
Consult Three Architects,midas,2021-11-29 01:00:41.824396,,
Haiti Meat Processing SA,midas,2021-11-29 01:00:42.071012,,
"Xiamen Naier Electronics Co., Ltd.",midas,2021-11-29 01:00:42.362070,,
"Shanghai Cyeco Environmental Technology Co., Ltd.",midas,2021-11-29 01:15:47.159153,,
KPS GROUP,midas,2021-11-29 01:15:47.421883,,
Capital Distributors (S) Pte Ltd,midas,2021-11-29 01:15:48.076951,,
"Dongguan IMR Technology Co., Ltd",midas,2021-11-29 01:15:48.590885,,
"EPOWER INTERNATIONAL ( SHANGHAl )CO.,LTD.",midas,2021-11-29 01:15:48.795623,,
Raisetech,midas,2021-11-29 01:15:49.294458,,
CABINET CAZANAVE,midas,2021-11-29 01:15:49.687435,,
HAMTACO,midas,2021-11-29 01:15:49.910941,,
EISENBERG HEFLER &amp; LEVY LLP,midas,2021-11-29 01:15:50.142051,,
RWL GmbH,midas,2021-11-29 01:15:50.549892,,
IDSFULFILLMENT,midas,2021-11-29 01:15:50.958024,,
Bouquet Mulligan DeMaio,midas,2021-11-29 02:13:48.626680,,
CRM GROUP,midas,2021-11-29 02:13:48.945697,,
ChaddadGroup,midas,2021-11-29 02:13:49.186591,,
GROUP OF COMPANY,midas,2021-11-29 02:13:49.454528,,
Westrup Company,midas,2021-11-29 02:13:49.682232,,
CurIT,midas,2021-11-29 02:13:49.962301,,
dlb.it,lockbit2,2021-11-29 13:04:02.501080,,
San Carlo,conti,2021-11-29 13:56:08.078807,,
Epple Druckfarben,conti,2021-11-29 13:56:08.511072,,
callay.com.tr,lockbit2,2021-11-29 15:14:08.895926,,
totalfire.biz,lockbit2,2021-11-29 19:57:28.836074,,
SIRCHIE,conti,2021-11-29 20:55:42.723379,,
Koltepatil,blackbyte,2021-11-30 14:13:44.060715,,
MOTOR VEHICLE ACCIDENT FUND PENSION FUND,blackbyte,2021-11-30 14:13:44.290456,,
"Karges-Faulconbridge, Inc.",blackbyte,2021-11-30 14:13:44.478090,,
Burda Sanitärtechnik,conti,2021-11-30 17:04:56.611420,,
Read more,suncrypt,2021-11-30 17:59:02.563931,,
UABL S.A.,quantum,2021-11-30 17:59:07.771535,,
QRS Healthcare Solutions,snatch,2021-11-30 19:56:36.623984,,
Volvo Car Corporation,snatch,2021-11-30 21:55:23.252737,,
kenwal.com,lockbit2,2021-11-30 22:57:44.260564,,
FRONTIER SOFTWARE,conti,2021-12-01 07:03:02.084196,,
summit-christia...,lockbit2,2021-12-01 22:13:54.126414,,
KISTERS,conti,2021-12-01 23:55:11.936822,,
mainstreamdata....,lockbit2,2021-12-02 11:55:51.069038,,
travel-general....,lockbit2,2021-12-02 11:55:51.307473,,
Groupe LDLC is going to be Leaked,ragnarlocker,2021-12-02 17:57:10.474271,,
CareFirst CHPDC,snatch,2021-12-02 23:57:39.032612,,
Lootah Group,snatch,2021-12-02 23:57:39.321940,,
Bohlin Cywinski Jackson,suncrypt,2021-12-03 18:58:54.903727,,
Update: Linicals Data,ragnarlocker,2021-12-04 05:01:05.996942,,
NLB Corporation,conti,2021-12-04 12:14:12.919032,,
Seldin,everest,2021-12-04 14:57:57.515146,,
Spencer Gifts LLC,conti,2021-12-05 00:21:15.243653,,
HOULE,conti,2021-12-05 00:21:15.596829,,
promhotel.fr,lv,2021-12-05 15:58:07.142424,,
gaben.cz,lv,2021-12-05 15:58:07.388143,,
jpbdselangor.gov.my,lv,2021-12-06 02:17:20.121608,,
MST LAWYERS,conti,2021-12-06 07:57:17.268902,,
Ruwac,ransomexx,2021-12-06 08:59:17.424763,,
Clementoni,conti,2021-12-06 11:59:33.511970,,
CHR Solutions,pysa,2021-12-06 19:13:37.934057,,
Besson Seguros,robinhood,2021-12-06 19:59:27.781350,,
Bemis Associates,blackbyte,2021-12-06 21:58:35.096801,,
Saand,everest,2021-12-06 22:56:16.436546,,
Marshall Investigative Group Part 1/3 1000 Client,bonacigroup,2021-12-06 23:55:58.986303,,
dwr.virginia.gov,marketo,2021-12-07 15:31:01.159463,,
luxottica.com,marketo,2021-12-07 15:31:01.181021,,
epicor.com,marketo,2021-12-07 15:31:01.203744,,
esited.com,marketo,2021-12-07 15:31:01.227913,,
spsr-law.com,marketo,2021-12-07 15:31:01.248549,,
fujitsu.com,marketo,2021-12-07 15:31:01.270190,,
morgancorp.com,marketo,2021-12-07 15:31:01.294026,,
bowmanplating.com,marketo,2021-12-07 15:31:01.315357,,
cbsltrans.com,marketo,2021-12-07 15:31:01.341076,,
millensys.com,marketo,2021-12-07 15:31:01.362506,,
gigatribe.com,marketo,2021-12-07 15:31:01.384397,,
elementia.com,marketo,2021-12-07 15:31:01.408235,,
tpicorp.com,marketo,2021-12-07 15:31:01.435922,,
meditopia.com,marketo,2021-12-07 15:31:01.459530,,
puma.com,marketo,2021-12-07 15:31:01.482392,,
"Align Technology, Inc",marketo,2021-12-07 15:31:01.506184,,
Navistar (Volkswagen Group),marketo,2021-12-07 15:31:01.531897,,
Otto Instrument,marketo,2021-12-07 15:31:01.554634,,
Virginia Defense Force,marketo,2021-12-07 15:31:01.575436,,
Sandhills Center,marketo,2021-12-07 15:31:01.597750,,
Virginia Department of Military Affairs,marketo,2021-12-07 15:31:01.619258,,
"Elm3 Financial Group, LLC",marketo,2021-12-07 15:31:01.642498,,
Sea Mar Community Health Centers,marketo,2021-12-07 15:31:01.663998,,
Gamesa Corporation leaked data,marketo,2021-12-07 15:31:01.685346,,
Axis Communications,marketo,2021-12-07 15:31:01.706531,,
X-FAB,marketo,2021-12-07 15:31:01.728135,,
"Kawasaki Kisen Kaisha, Ltd. (“K” LINE)",marketo,2021-12-07 15:31:01.748830,,
Luxottica Group S.p.A.,marketo,2021-12-07 15:31:01.769788,,
"Morgan Truck Body, LLC",marketo,2021-12-07 15:31:01.791533,,
GigaTribe,marketo,2021-12-07 15:31:01.811787,,
Millensys,marketo,2021-12-07 15:31:01.833808,,
"KMG Prestige, Inc.",rook,2021-12-07 07:01:24.544098,,
Fittingbox,snatch,2021-12-07 21:01:33.224216,,
Altrux Medical,snatch,2021-12-07 21:59:01.570698,,
serta.com - MORE THEN 500Gb DATA LEAKED,lv,2021-12-08 03:57:11.050948,,
NewWave Technologies Inc,midas,2021-12-08 04:59:46.259351,,
comark.ca,lockbit2,2021-12-08 06:41:32.216454,,
fr.shop-orchest...,lockbit2,2021-12-08 06:41:32.430085,,
hp.icon-institu...,lockbit2,2021-12-08 06:41:32.595727,,
kerrylogistics....,lockbit2,2021-12-08 06:41:32.800508,,
caudillseed.com,lockbit2,2021-12-08 06:41:32.973829,,
ytlcement.com,lockbit2,2021-12-08 06:41:33.155816,,
vestas.com,lockbit2,2021-12-08 06:41:33.330613,,
prairiesedgecas...,lockbit2,2021-12-08 06:41:33.427716,,
murrayscheese.c...,lockbit2,2021-12-08 06:41:33.543285,,
psmportraits.co...,lockbit2,2021-12-08 06:41:33.644480,,
atlas.in,lockbit2,2021-12-08 06:41:33.767727,,
nowiny.pl,lockbit2,2021-12-08 06:41:33.878097,,
roemer-lueftung...,lockbit2,2021-12-08 06:41:33.999598,,
tlpterminal.com.my,lv,2021-12-08 17:59:24.696743,,
LAVI,conti,2021-12-09 11:58:16.784022,,
The Jewelry Exchange is the Nations #1 Diamond Store.,quantum,2021-12-09 13:06:13.535674,,
Digital Workplace Services &amp; Solutions,quantum,2021-12-09 13:19:33.118669,,
COMUNE DI TORINO,conti,2021-12-09 14:01:36.994636,,
Zepter,quantum,2021-12-09 14:01:40.055025,,
PRIDE Community Services,quantum,2021-12-09 14:01:40.404905,,
Quanticate,blackbyte,2021-12-09 17:08:47.202840,,
Unique Home Solutions,blackbyte,2021-12-09 17:08:47.500467,,
P&R ENTERPRISES,blackbyte,2021-12-09 17:08:47.822061,,
benlineagencies.com,lv,2021-12-09 17:08:54.622049,,
Full Data Leak Linical,ragnarlocker,2021-12-09 18:00:02.827453,,
pacifichills.co...,lockbit2,2021-12-09 21:14:46.004208,,
g1group.co.uk,lockbit2,2021-12-09 21:14:46.422614,,
proximitysystem...,lockbit2,2021-12-09 21:14:46.664468,,
apexbrasil.com....,lockbit2,2021-12-09 21:14:47.065047,,
inperium.org,lockbit2,2021-12-09 21:14:47.353075,,
northstarice.co...,lockbit2,2021-12-09 21:14:47.708984,,
clubpilates.com,lockbit2,2021-12-09 21:14:47.881938,,
kssenterprises....,lockbit2,2021-12-09 21:14:48.044480,,
bsm.upf.edu,lockbit2,2021-12-09 21:14:48.210527,,
mswood.ba,lockbit2,2021-12-09 21:14:48.431170,,
continuumenergy...,lockbit2,2021-12-09 21:14:48.647247,,
ducab.com,lockbit2,2021-12-09 21:14:48.900105,,
volkswind.de,lockbit2,2021-12-09 21:14:49.211513,,
se.com,lockbit2,2021-12-09 21:14:49.539945,,
Ktmtriallaw,everest,2021-12-09 21:14:52.538916,,
Jeffmoss,everest,2021-12-09 21:14:52.841346,,
Trigyn Technologies Ltd,sabbath,2021-12-10 12:18:31.238731,,
robroelaw.com,lockbit2,2021-12-10 14:57:23.069320,,
tamerholding.co...,lockbit2,2021-12-10 14:57:23.343816,,
UMW Group,ransomexx,2021-12-10 14:57:28.935008,,
Leak of IT company Saksoft,ragnarlocker,2021-12-10 19:56:34.677683,,
Medical Pharmacies,snatch,2021-12-10 20:58:59.823682,,
KOBE BUSSAN - HACKED AND MORE THEN 500Gb DATA LEAKED,lv,2021-12-10 23:58:29.873998,,
masselin.com,lockbit2,2021-12-11 16:14:45.776204,,
rbauction.com,lockbit2,2021-12-11 16:14:46.079126,,
Social Enterprise (SEC),sabbath,2021-12-12 14:16:40.420204,,
tt-network.dk,lv,2021-12-13 02:18:24.812511,,
Comerio Ercole spa,conti,2021-12-13 10:00:23.800900,,
DOMICIM Agence,conti,2021-12-13 10:00:23.967524,,
MEETH,conti,2021-12-13 10:00:24.131983,,
Nordic Choice Hotels,conti,2021-12-13 10:00:24.463862,,
Chantelle Group,conti,2021-12-13 18:00:37.311404,,
TALIS GROUP,conti,2021-12-13 21:59:20.561199,,
hsisensing.com,lockbit2,2021-12-14 08:57:50.496197,,
Amoria Bond,conti,2021-12-14 13:03:45.944532,,
Rossell Techsys,rook,2021-12-14 13:18:25.584113,,
Rosendahl Design Group,rook,2021-12-14 14:56:49.050460,,
Kenall/Legrand,lorenz,2021-12-14 17:06:12.872221,,
ABC Seamless,snatch,2021-12-14 20:15:05.603092,,
The Execu|Search Group,snatch,2021-12-14 20:59:13.009216,,
WEBER_OTT AG,conti,2021-12-14 21:15:47.820435,,
Company Group LDLC,ragnarlocker,2021-12-15 03:58:25.290463,,
DEWEtech,conti,2021-12-15 11:57:23.184102,,
vipsmotel.it,lockbit2,2021-12-15 16:13:14.259242,,
boxmarche.it,lockbit2,2021-12-15 16:13:14.774518,,
Hellmann Worldwide Logistics,ransomexx,2021-12-15 18:00:12.673927,,
agrofair.nl,lv,2021-12-16 01:17:51.740060,,
skinnertrans.co...,lockbit2,2021-12-18 16:06:32.750989,,
baa.legal,lockbit2,2021-12-18 16:06:32.774612,,
cunninghamgolfc...,lockbit2,2021-12-18 16:06:32.798864,,
"KMG Prestige, Inc. (Data will be given tomorrow)",rook,2021-12-18 16:06:43.948614,,
Rossell Techsys(Data will be given tomorrow),rook,2021-12-18 16:06:43.972786,,
vaja.ir,cryp70n1c0d3,2021-12-18 16:06:44.010884,,
paknavy.gov.pk,cryp70n1c0d3,2021-12-18 16:06:44.035114,,
antistatik-esd-cozumler.com.tr,cryp70n1c0d3,2021-12-18 16:06:44.058414,,
toxicsites.us,cryp70n1c0d3,2021-12-18 16:06:44.081978,,
shinyoko-porno.com,cryp70n1c0d3,2021-12-18 16:06:44.105175,,
suriyanar.com,cryp70n1c0d3,2021-12-18 16:06:44.129332,,
albatross.co.in,cryp70n1c0d3,2021-12-18 16:06:44.152497,,
nals.in,cryp70n1c0d3,2021-12-18 16:06:44.176319,,
oppodigital.in,cryp70n1c0d3,2021-12-18 16:06:44.200092,,
hislopcollege.ac.in,cryp70n1c0d3,2021-12-18 16:06:44.304919,,
iima.ac.in,cryp70n1c0d3,2021-12-18 16:06:44.345558,,
Raveco,hive,2021-12-18 16:06:44.392831,,
GryphTech,hive,2021-12-18 16:06:44.418427,,
MediaMarkt,hive,2021-12-18 16:06:44.442802,,
Grupo5,hive,2021-12-18 16:06:44.466543,,
APR Supply,hive,2021-12-18 16:06:44.489170,,
XacBank,hive,2021-12-18 16:06:44.512309,,
WAMGROUP,hive,2021-12-18 16:06:44.535759,,
Aria Systems,hive,2021-12-18 16:06:44.557656,,
EMCO,hive,2021-12-18 16:06:44.583324,,
KBM UK,hive,2021-12-18 16:06:44.606794,,
GK.NO,hive,2021-12-18 16:06:44.633506,,
Ospray Video,hive,2021-12-18 16:06:44.658083,,
W.H. Stovall,hive,2021-12-18 16:06:44.683111,,
Net Ninjas,hive,2021-12-18 16:06:44.707332,,
GURTEEN,hive,2021-12-18 16:06:44.731104,,
SS Design,hive,2021-12-18 16:06:44.755827,,
IBC24 News,hive,2021-12-18 16:06:44.780729,,
HI FLY,hive,2021-12-18 16:06:44.804753,,
Mega Vision,hive,2021-12-18 16:06:44.830725,,
Altus Group,hive,2021-12-18 16:06:44.856337,,
CyberServe Company,blackshadow,2021-12-18 16:06:44.900296,,
K.L.S Capital,blackshadow,2021-12-18 16:06:44.925671,,
Shirbit Insurance Company,blackshadow,2021-12-18 16:06:44.948812,,
This is just the beginning,mosesstaff,2021-12-18 16:06:44.987525,,
3D imagery of israel,mosesstaff,2021-12-18 16:06:45.012045,,
Unit 8200,mosesstaff,2021-12-18 16:06:45.037939,,
MATITIAHU BRUCHIM Law office,mosesstaff,2021-12-18 16:06:45.059937,,
V-ON,mosesstaff,2021-12-18 16:06:45.082882,,
AHEC Tax Solutions,mosesstaff,2021-12-18 16:06:45.106389,,
H.G.M Engineering,mosesstaff,2021-12-18 16:06:45.127983,,
David Engineers,mosesstaff,2021-12-18 16:06:45.150438,,
Ehud Leviathan Engineering,mosesstaff,2021-12-18 16:06:45.174277,,
First part of Epsilor data leaked,mosesstaff,2021-12-18 16:06:45.195861,,
Israel MOD and Benny Gantz,mosesstaff,2021-12-18 16:06:45.219012,,
First part of Israel Post data leaked,mosesstaff,2021-12-18 16:06:45.242548,,
Epsilor Company,mosesstaff,2021-12-18 16:06:45.265955,,
DOSIK Technology,mosesstaff,2021-12-18 16:06:45.289611,,
Meshulam,mosesstaff,2021-12-18 16:06:45.314653,,
Electron Csillag,mosesstaff,2021-12-18 16:06:45.338411,,
RCMS,alphv,2021-12-18 16:06:45.400067,,
Strataworldwide.com,alphv,2021-12-18 16:06:45.425357,,
Dental Health Products,blackbyte,2021-12-19 07:05:13.301398,,
Kangean Energy Indonesia,blackbyte,2021-12-19 19:09:37.796461,,
The Briad Group,conti,2021-12-20 00:19:03.232461,,
Madix Inc,hive,2021-12-20 08:20:15.892790,,
WOLSEY,hive,2021-12-20 09:18:28.072462,,
Prenax,sabbath,2021-12-20 12:18:27.060976,,
Skyxe Saskatoon Airport,snatch,2021-12-20 15:17:06.741053,,
CASINO WINNAVEGAS,conti,2021-12-20 23:17:42.587475,,
reliancenj.com - HACKED AND MORE THEN 200GB DATA LEAKED,lv,2021-12-21 00:18:33.059337,,
urbandevelop.co...,lockbit2,2021-12-21 02:31:25.624385,,
piolax.co.th,lockbit2,2021-12-21 02:31:25.979384,,
dcashpro.com,lockbit2,2021-12-21 02:31:26.252030,,
lipinskilogging...,lockbit2,2021-12-21 02:31:26.528262,,
www.maibroker.c...,lockbit2,2021-12-21 04:24:07.840340,,
maibroker.com,lockbit2,2021-12-21 05:24:31.033691,,
www.hajery.com,lockbit2,2021-12-21 13:29:14.753237,,
hajery.com,lockbit2,2021-12-21 18:22:45.370090,,
SPERONI SPA,everest,2021-12-21 18:22:56.516150,,
McMenamins,conti,2021-12-21 20:28:15.039304,,
CristÃ¡lia - IndÃºstria FarmacÃªutica,atomsilo,2021-12-21 20:28:17.454755,,
LIGHT CONVERSION,atomsilo,2021-12-21 20:28:17.861063,,
"Eisai Co., Ltd.",atomsilo,2021-12-21 20:28:18.130641,,
Tegravendas,atomsilo,2021-12-21 20:28:18.355635,,
leuzeusa.com,snatch,2021-12-21 20:28:18.705090,,
InTown Suites,snatch,2021-12-21 20:28:19.729882,,
Leuze,snatch,2021-12-21 21:19:04.784509,,
Holiday Builders,conti,2021-12-22 09:18:58.390782,,
pestbusters.com...,lockbit2,2021-12-22 17:36:10.086348,,
atskorea.co.kr,lockbit2,2021-12-22 17:36:10.443267,,
"Turner Enterprises, Inc.",lorenz,2021-12-23 23:52:55.989999,,
burgsimpson.com,lockbit2,2021-12-23 23:52:56.278195,,
Bay and Bay Transportation,conti,2021-12-23 23:53:09.157079,,
www.hillsdalefurniture.com,payloadbin,2021-12-23 23:53:11.803838,,
Sodiba,quantum,2021-12-23 23:53:12.125968,,
Biotique,quantum,2021-12-23 23:53:12.341877,,
cbjblawfirm.com,lockbit2,2021-12-24 13:22:28.773521,,
sintesiautomoti...,lockbit2,2021-12-24 17:22:02.278160,,
lozzaspa.it,lockbit2,2021-12-24 17:22:02.637371,,
"Polysciences, Inc.",conti,2021-12-25 00:20:47.575473,,
MAX International Converters,midas,2021-12-25 09:16:12.609156,,
cgm.com,lockbit2,2021-12-25 10:18:30.604823,,
riverhead.net,lockbit2,2021-12-25 13:24:15.711069,,
smiimaging.com,lockbit2,2021-12-25 20:18:52.069806,,
RKPT,conti,2021-12-26 00:24:43.565079,,
Metamorph Group,conti,2021-12-26 00:24:43.905443,,
